Unnamed: 0	Role	Utterances	Personality	Emotion
34530	Rachel	 Oh my God  You look so beautiful   	[0, 0, 1, 0, 0]	joy
3189	Rachel	 Just think  in a couple of years we get to turn into them   	[0, 0, 1, 0, 0]	anger
39826	Monica	 Chandler  He \x92s seven  he \x92s not stupid   	[0, 1, 0, 0, 0]	joy
45158	Monica	 Oh my god  then     	[0, 1, 0, 0, 0]	joy
944	Rachel	 I did not know you spoke French   	[0, 0, 1, 0, 0]	joy
31662	Ross	 I \x92ve said it  Okay   But it \x92s over Joey   	[0, 0, 0, 0, 1]	joy
13999	Phoebe	 Oh  he he can \x92t talk right now   	[1, 0, 0, 0, 0]	joy
33969	Rachel	 You just said it   	[0, 0, 1, 0, 0]	anger
7930	Phoebe	 Okay  so what do you guys really think of Chandler   	[1, 0, 0, 0, 0]	anger
23074	Ross	" Baking it didn t help  huh "" "	[0, 0, 0, 0, 1]	joy
23613	Phoebe	" Hey  you guys  listen  this weekend we re all gonna go to Las Vegas to surprise Joey  Including me   You wanna go  "" "	[1, 0, 0, 0, 0]	joy
31301	Chandler	 Dude that is so sad   	[0, 0, 0, 1, 0]	joy
45892	Monica	" There s the man I married  "" "	[0, 1, 0, 0, 0]	anger
19813	Chandler	" Yeah  well  I miss the tip  It s the best part  It has the nail  "" "	[0, 0, 0, 1, 0]	anger
17440	Phoebe	 What the hell is this   What  did you actually thought it would make me feel better to give me stuff that I can \x92t use for another two months   This sucks  All right  what \x92s my next present    	[1, 0, 0, 0, 0]	joy
18524	Rachel	 Monica  this is Dan   one of the guys that we\ re gonna be going out with on Saturday   Uh Dan  Monica   	[0, 0, 1, 0, 0]	anger
24766	Joey	 Umm  listen  Ross do you really think this moving in with Rachel is a good idea   	[0, 0, 1, 0, 0]	joy
25070	Chandler	 Yeah  I \x92m gonna pass   \x91Cause I was kinda iffy when it was puppies   	[0, 0, 0, 1, 0]	joy
39277	Ross	 Playpen   Ben \x92s seven   	[0, 0, 0, 0, 1]	joy
14306	Chandler	 Y \x92know what  There \x92s some nice guys at my office  do you want me to set you up   	[0, 0, 0, 1, 0]	joy
36836	Monica	 This is so huge   	[0, 1, 0, 0, 0]	anger
36415	Chandler	 Oh fresh air   	[0, 0, 0, 1, 0]	anger
8017	Ross	 Uh  hello  the buzzer buzzed  It doesn \x92t count   	[0, 0, 0, 0, 1]	joy
350	Rachel	" Oh  like I wasn t dreading tomorrow enough  having to give it back to him     Hi Barry  Remember me  I m the girl in the veil who stomped on your heart in front of your entire family   Oh God and now I m gonna have to return the ring  without the ring  which makes it so much harder    "" "	[0, 0, 1, 0, 0]	anger
25677	Chandler	" It s  all good  Okay bye bye Mon   She s she s gonna kill me "" "	[0, 0, 0, 1, 0]	joy
19317	Joey	 What happened  What happened   	[0, 0, 1, 0, 0]	joy
26118	Rachel	  Dear losers  do you really think I \x92d hide presents under the couch  P S  Chandler  I knew they \x92d break you   	[0, 0, 1, 0, 0]	anger
39246	Phoebe	 Uh huh  yeah that \x92s too bad  I really want to go to his concert Friday night  but it \x92s totally sold out  I know  Why don \x92t you meet him and get tickets   If you get two I \x92ll take you   	[1, 0, 0, 0, 0]	anger
46876	Phoebe	"  Ok  great  All right  bye   Pain in the ass    That s off  right "" "	[1, 0, 0, 0, 0]	joy
3898	Joey	" I don t get it  What happened  What about everything you said under the bridge "" "	[0, 0, 1, 0, 0]	joy
34609	Chandler	 So Ross  how was your date the other night  Did you tell her about the magical ride that starts with the flush of every toilet   	[0, 0, 0, 1, 0]	anger
20382	Joey	 Really  Who who have you taught   	[0, 0, 1, 0, 0]	anger
8417	Rachel	 Oh thank you so much Mr  Kaplan  thank you so much   	[0, 0, 1, 0, 0]	joy
22023	Monica	 The park huh  A public place   	[0, 1, 0, 0, 0]	anger
33124	Joey	 All right well  y \x92know \x85I guess we know what we have to do to get down   	[0, 0, 1, 0, 0]	anger
1861	Chandler	  What the hell is this   	[0, 0, 0, 1, 0]	anger
45401	Ross	 But come on  I mean living together will be great  I mean you guys have   so much fun and you love Mike   	[0, 0, 0, 0, 1]	anger
6712	Joey	 Thank you so much   	[0, 0, 1, 0, 0]	anger
937	Phoebe	  Are you gonna be embarrassed going up there having nothing    prepared   	[1, 0, 0, 0, 0]	anger
28747	Rachel	    Monica  I \x92m quitting  I just helped an 81 year old woman put on a thong and she didn \x92t even buy it   I \x92m telling you I \x92m quitting  That \x92s it  I \x92m talking to my boss right now   Yes I am   Yes I am  Yes I am  Yes I am  Yes I am  Yes I am  Okay bye  call me when you get this message    	[0, 0, 1, 0, 0]	anger
42475	Ross	 Dad seriously  Y \x92know you really should see someone about that   	[0, 0, 0, 0, 1]	joy
26106	Chandler	 No  you don \x92t have to  and you can \x92t because I live here too   	[0, 0, 0, 1, 0]	anger
36858	Phoebe	  What    Why bother   	[1, 0, 0, 0, 0]	joy
2124	Ross	" We re still going at the game  right "" "	[0, 0, 0, 0, 1]	anger
31795	Joey	 Okay  really good  Anyway I gotta go  I \x92m late for work   	[0, 0, 1, 0, 0]	anger
30930	Rachel	 No  No no  no no no  very quiet  said with love  no yelling   	[0, 0, 1, 0, 0]	joy
12109	Monica	" Well  no  You \x92re Chandler  Y know  Chandler  "" "	[0, 1, 0, 0, 0]	joy
17789	Chandler	 That \x92s \x85 That \x92s was \x85  	[0, 0, 0, 1, 0]	anger
2	Chandler	 All right Joey  be nice    So does he have a hump  A hump and a hairpiece   	[0, 0, 0, 1, 0]	anger
7410	Rachel	 Are ah  having dinner with my Dad tomorrow night  I hope that \x92s okay   	[0, 0, 1, 0, 0]	surprise
2553	Chandler	 I think there may be another reason  So  awkward hug or lame    cool guy handshake   	[0, 0, 0, 1, 0]	joy
42679	Rachel	 We really are   	[0, 0, 1, 0, 0]	joy
8279	Monica	 No  No  just  just  just a couple more boxes  It it it \x92s no big deal  all right  I \x92m I \x92m cool  You gotta help me out with a couple more boxes   	[0, 1, 0, 0, 0]	anger
34621	Joey	 Two days ago   	[0, 0, 1, 0, 0]	anger
12514	Rachel	 All right  that \x92s it  you guys  What happened out there   	[0, 0, 1, 0, 0]	joy
18667	Phoebe	 Are you calling me selfish    	[1, 0, 0, 0, 0]	anger
1557	Ross	" Disneyland  1989   It s a Small World After All  "" "	[0, 0, 0, 0, 1]	anger
41469	Rachel	 No  I \x92m not  I I I just think it \x92s wrong  It \x92s it \x92s that I \x92m \x97Here I am about to pop and he \x92s out picking up some shop girl at Sluts  \x91R \x92 Us   	[0, 0, 1, 0, 0]	joy
24039	Phoebe	" No  you threw out Phoebe  I m Ms  Regina Phalange  Phalange "" "	[1, 0, 0, 0, 0]	joy
37484	Ross	 No  because that \x92s the right thing to do   	[0, 0, 0, 0, 1]	sadness
39913	Phoebe	 I can \x92t   I can \x92t    Noooooooo        You son of a\r\r bitch        	[1, 0, 0, 0, 0]	joy
21870	Phoebe	 Okay  then maybe I can come too   	[1, 0, 0, 0, 0]	anger
597	Chandler	 So  you and Rachel tonight  huh   	[0, 0, 0, 1, 0]	anger
18427	Joey	 Not in my head   	[0, 0, 1, 0, 0]	joy
2723	Rachel	" Yes  my sister s giving us her place for the weekend "" "	[0, 0, 1, 0, 0]	joy
35460	Chandler	 An invitation for the At First Sight premiere  Oh my God  Val Kilmer didn \x92t wear this in Batman  He wore it to the premiere of some tooty fruity love story where he played a blind guy   	[0, 0, 0, 1, 0]	anger
38850	Monica	 Oh my God Stu  I I can \x92t believe you did this  Now are you absolutely sure she \x92s a hooker   	[0, 1, 0, 0, 0]	joy
59	Monica	 I think we should   	[0, 1, 0, 0, 0]	anger
22371	Rachel	" Ross  We broke up two years ago  you ve been married since then  I think it s okay that we see other people "" "	[0, 0, 1, 0, 0]	joy
42251	Rachel	 3 2 1 oh    	[0, 0, 1, 0, 0]	anger
27248	Monica	 No  I haven \x92t   	[0, 1, 0, 0, 0]	anger
47367	Joey	" I m so bored  Stupid rain  we    we can t do anything "" "	[0, 0, 1, 0, 0]	anger
3628	Joey	 Yeah  where the hell is he   	[0, 0, 1, 0, 0]	joy
16861	Chandler	 Hey  all right   	[0, 0, 0, 1, 0]	anger
31640	Joey	 Hey hey hey hey  I can help you decide who should do it  Yeah  we could have like uh  like an audition and see how you \x92d handle maid of honor type situations   	[0, 0, 1, 0, 0]	anger
8241	Ross	 No  but ah  there \x92s coconut in the Hanukkah Menoreoes  I tell you what  I \x92ll put you down for eight boxes  one for each night   	[0, 0, 0, 0, 1]	anger
23422	Ross	 Are you angry at me because I said your handwriting is childlike   	[0, 0, 0, 0, 1]	anger
3438	Phoebe	 OK   Oh Monica  Guess what   	[1, 0, 0, 0, 0]	joy
35033	Phoebe	 Well if we make it yesterday  woo hoo  We \x92re done   	[1, 0, 0, 0, 0]	anger
26160	Monica	 Hey  see that snippy guy over there  He \x92s the one who decides who gets up on the platform  We should go dance by him   	[0, 1, 0, 0, 0]	anger
26450	Joey	 Look  come on you guys  you said you were gonna try  All right look  I came over here to invite you guys to a movie with me and Janine   	[0, 0, 1, 0, 0]	anger
40011	Phoebe	 I \x92m curious about the human body   	[1, 0, 0, 0, 0]	anger
973	Phoebe	 Ooh  wait   wait  I see a woman    	[1, 0, 0, 0, 0]	joy
22910	Monica	" Relax  It s Phoebe  Not you "" "	[0, 1, 0, 0, 0]	joy
45168	Chandler	 No  no  no   	[0, 0, 0, 1, 0]	joy
27901	Chandler	 Hey hey  is Monica here   	[0, 0, 0, 1, 0]	anger
31231	Chandler	 Y \x92know when I said that because we \x92re getting married that we should share everything and not have any secrets    	[0, 0, 0, 1, 0]	surprise
32494	Ross	 Great  Great   You \x92re making the bike very happy   	[0, 0, 0, 0, 1]	anger
26148	Rachel	 Yeah  we found them  There were in the guest room closet behind some coats   	[0, 0, 1, 0, 0]	anger
7801	Joey	 All right  you \x92re probably not gonna want to hear this but ah  if it was me  and this is just me   I would ah  I would bow out   	[0, 0, 1, 0, 0]	joy
23497	Ross	 Why are you mad at me   	[0, 0, 0, 0, 1]	joy
33170	Joey	 Well all right so  it looks like we \x92re even   	[0, 0, 1, 0, 0]	anger
807	Monica	 Hey  Joey  what would you do if you were omnipotent    	[0, 1, 0, 0, 0]	anger
38648	Joey	 Look  if I \x92m bringing home a woman who can \x92t stand being around a baby  then maybe I don \x92t want to be with that woman  Or maybe we \x92ll just do it in the bathroom of the club   	[0, 0, 1, 0, 0]	anger
40356	Monica	 I don \x92t believe in soul mates either   	[0, 1, 0, 0, 0]	anger
32599	Monica	" Phoebe  don t worry about it  I m sure she wants to live with you "" "	[0, 1, 0, 0, 0]	joy
25031	Rachel	 Ross   Are you crazy   I am still your wife   What  were you just never gonna tell me    What the hell is wrong with you      Ugh  I could just kill you      	[0, 0, 1, 0, 0]	anger
37828	Phoebe	 Well  it \x92s no pesto   	[1, 0, 0, 0, 0]	joy
27469	Phoebe	 How long has it been since you had sex   	[1, 0, 0, 0, 0]	anger
34010	Ross	 Come on that \x92s not fair  I mean you haven \x92t even heard me play   	[0, 0, 0, 0, 1]	sadness
27560	Rachel	 Oh what do you know  Virgin   	[0, 0, 1, 0, 0]	joy
497	Phoebe	 Alice would never go for it  right   	[1, 0, 0, 0, 0]	anger
15000	Phoebe	 You guys  You guys  You \x92re gonna have a baby  They \x92re gonna have a baby   	[1, 0, 0, 0, 0]	joy
17821	Joey	  Hey  Pheebs  It \x92s Joey   	[0, 0, 1, 0, 0]	anger
19396	Chandler	" Love what you ve done with the place "" "	[0, 0, 0, 1, 0]	anger
47389	Ross	 Oh my God  I love you   	[0, 0, 0, 0, 1]	joy
31156	Ross	 And this girl is making eyes at Chandler  okay  So after awhile he he goes over to her and uh  after a minute or two  I see them kissing  Now  I know what you \x92re thinking  Chandler \x92s not the type of guy who just goes to bars and makes out with girls  and you \x92re right  Chandler \x92s not the type of guy who just goes to bars and makes out with \x85girls   	[0, 0, 0, 0, 1]	anger
5262	Joey	" Yeah  so  uh  so  uh  what s the deal with this father guy  I mean  if someone was havin  my baby somewhere  I d wanna know about it  you know "" "	[0, 0, 1, 0, 0]	joy
13894	Rachel	 I know  it \x92s sick   	[0, 0, 1, 0, 0]	anger
13541	Phoebe	"  ""Little  tiny Tarzan  swinging on a nose hair  Swinging with the greatest of ease \x85"" Darn it  Now  I don \x92t know who to get to the next verse   "	[1, 0, 0, 0, 0]	anger
9435	Joey	 Both of us    	[0, 0, 1, 0, 0]	joy
20019	Phoebe	" Well  yeah  Fun is good  but y know I also wanted to learn  Y know  people are always talking about what they learned in high school and I never went to high school "" "	[1, 0, 0, 0, 0]	anger
29960	Phoebe	 Yeah  Yeah  Convince her that that you \x92re scared of commitment  Convince her that you \x92re a little coward   	[1, 0, 0, 0, 0]	joy
33811	Chandler	 Well  here we are  just a bunch of thirty year olds   	[0, 0, 0, 1, 0]	anger
22386	Joey	 Yeah  I uh weighted like 27 pounds when I was born so \x85  	[0, 0, 1, 0, 0]	anger
43337	Phoebe	" yeah I ve nothing to be ashamed of ok so I haven t   been in a relationship that lasted longer then a month  Ok I haven t had a   real boyfriend you know if he can t handle that he can leave  which he will   and that s ok  so I ll just be alone forever you know alright I ll be  it ll   be fine  it ll be fine  I ll go walking tours with widows and lesbians  Oh   "" "	[1, 0, 0, 0, 0]	joy
2487	Joey	 Okay  Table  you have given us so many great times  And you    guys  Jordan  Victor  Joel    All of you guys  What can I say  You    guys make us look good  You wanna say anything   	[0, 0, 1, 0, 0]	joy
10199	Joey	 Come on man  you drove all the way up here   	[0, 0, 1, 0, 0]	joy
10720	Monica	" Y know what  you can play with my dollhouse "" "	[0, 1, 0, 0, 0]	anger
35623	Phoebe	 CHANDLER AND MONICA      	[1, 0, 0, 0, 0]	anger
33161	Ross	 Yeah  Oh yeah  you \x92ll be fine  It it \x92ll be uh  just like bungy jumping  Y \x92know  But instead of bouncing back up you you won \x92t   	[0, 0, 0, 0, 1]	anger
7581	Ross	  Okay  that \x92s it  I can \x92t take it anymore   	[0, 0, 0, 0, 1]	joy
42505	Ross	 Y \x92know what  I don \x92t like you without mom   Come on    	[0, 0, 0, 0, 1]	anger
13858	Joey	 I don \x92t know  I might stay there for a few days while I look for an apartment   	[0, 0, 1, 0, 0]	anger
46121	Ross	 Yeah  I ate all my gifts for everybody   	[0, 0, 0, 0, 1]	joy
879	Monica	 Okay  if Joey does the ceremony  then we have to find someone else to walk Phoebe down the isle   	[0, 1, 0, 0, 0]	joy
2200	Monica	" We can t split them up "" "	[0, 1, 0, 0, 0]	anger
5370	Rachel	" Yeah  honey  they wouldn t miss this "" "	[0, 0, 1, 0, 0]	anger
29749	Joey	 That \x92s not what she said last night    	[0, 0, 1, 0, 0]	anger
46914	Ross	" Professor Sherman  yeah  I ve a meeting with him today "" "	[0, 0, 0, 0, 1]	anger
20580	Joey	 Ohh  I know one thing   	[0, 0, 1, 0, 0]	surprise
959	Ross 	 Ok  cut  Great  That was    that was    just    yeah   	[0, 0, 0, 0, 1]	anger
18460	Monica	" Umm  listen there s something I think you should know "" "	[0, 1, 0, 0, 0]	anger
22209	Chandler	  Well I mean  let me get the door first   Oh  hi  No one    	[0, 0, 0, 1, 0]	joy
17450	Joey	 Oh  little party favours  check it out    	[0, 0, 1, 0, 0]	anger
27702	Monica	 What if I turn out the lights    	[0, 1, 0, 0, 0]	sadness
25791	Chandler	 Why haven \x92t you told them   Wouldn \x92t they be happy    	[0, 0, 0, 1, 0]	joy
46834	Ross	 Glad I could help man   	[0, 0, 0, 0, 1]	joy
15354	Rachel	 No  Help me   	[0, 0, 1, 0, 0]	joy
32216	Monica	" Oh my god  Did you hear that  She said Monica   Oooh  I can t leave her  "" "	[0, 1, 0, 0, 0]	anger
788	Ross	 Yeah  He could row like a viking    	[0, 0, 0, 0, 1]	joy
23914	Monica	  A new pair of shoes for the Chan Chan man   Yes   	[0, 1, 0, 0, 0]	anger
24295	Ross	 Okay   You uh  you wanna hear something weird   	[0, 0, 0, 0, 1]	anger
35753	Ross	 It \x92s a car Monica  Not a rocket ship   	[0, 0, 0, 0, 1]	anger
3217	Joey	" Yeah  you\ re gonna go up to her and say  ""Here\ s your egg back  I\ m returning your egg ""  "	[0, 0, 1, 0, 0]	anger
39751	Monica	 You only think it \x92s stupid because you suck at it   	[0, 1, 0, 0, 0]	joy
16371	Phoebe	 Well  I  I like the idea of naming him after someone I love  and Joey and Chandler are great names   But  all right  I don \x92t \x97maybe I \x92ll just name him The Hulk   	[1, 0, 0, 0, 0]	anger
33420	Ross	 Like uh y \x92know like this  This   She she could \x92ve made this   	[0, 0, 0, 0, 1]	joy
36976	Rachel	 Yeah  I \x92m gonna have a baby  I \x92m gonna have a baby  I \x92m gonna have a baby    	[0, 0, 1, 0, 0]	joy
41207	Chandler	 I don \x92t think the contestants are supposed to speak to each other   	[0, 0, 0, 1, 0]	anger
2046	Joey	" Don t you put words in people s mouths  you put turkey in people s mouths "" "	[0, 0, 1, 0, 0]	sadness
26230	Chandler	 I don \x92t wanna know what Monica got me  Y \x92know  I mean  look  I \x92m sure she worked really hard at getting you a present  and wanting to surprise me  and you guys are gonna ruin that  and I  look we have to put these back  this is not what Christmas is about   	[0, 0, 0, 1, 0]	joy
13567	Phoebe	 What are you guys talking about  I loved it  It was soo moving  Oh  plus it \x92s just  it \x92s so different from the stuff you usually hear   	[1, 0, 0, 0, 0]	anger
26399	Chandler	 Oh that \x92s too bad   	[0, 0, 0, 1, 0]	joy
21343	Ross	" What  What  What   You guys knew   You all knew and you didn t tell me   "" "	[0, 0, 0, 0, 1]	anger
45216	Joey	" I know  I m so bummed  Can we have our free crab cakes now "" "	[0, 0, 1, 0, 0]	joy
4285	Ross	" Uh  okay  yeah  we could do that  but before we head off to the murder capital of the North East  I was  uh  kinda wanting to run something by you  Y know how we were  uh  y know  talking before about  uh  relationships and stuff   Well "" "	[0, 0, 0, 0, 1]	anger
1929	Monica	    I can imagine   	[0, 1, 0, 0, 0]	joy
32165	Rachel	 When a guy breaks up with his girlfriend  what is an appropriate amount of time to wait before you make a move    	[0, 0, 1, 0, 0]	joy
30492	Monica	  I \x92m sorry I almost made you sleep with Ross    	[0, 1, 0, 0, 0]	anger
27022	Monica	 I can \x92t believe it  What is it  Is it the rubbing or the smell   	[0, 1, 0, 0, 0]	anger
38049	Phoebe	 Oh that \x92s good  the chemistry thing for us too   	[1, 0, 0, 0, 0]	anger
45186	Ross	 Well  what happened   	[0, 0, 0, 0, 1]	anger
12983	Rachel	 What if I clean your bathroom for a month   	[0, 0, 1, 0, 0]	joy
28262	Chandler	 No no \x97Really    	[0, 0, 0, 1, 0]	anger
29414	Monica	 Chandler  please don \x92t think I was trying to pressure you  Phoebe and Rachel \x85  	[0, 1, 0, 0, 0]	surprise
21374	Rachel	" Aww  Joey  come here   Look honey  I know this must be really  really difficult for you and I  Oh  I m sorry  Am I hurting you "" "	[0, 0, 1, 0, 0]	anger
